City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
149,dalbandin,28.8947,64.4101,23.93,19,99,3.49,PK,1731311451
150,cabo san lucas,22.8909,-109.9124,23.2,71,59,4.17,MX,1731311443
151,lebu,-37.6167,-73.65,11.33,88,83,2.61,CL,1731311451
152,yarkovo,57.4028,67.0786,-5.83,71,83,5.6,RU,1731311451
153,enewetak,11.3474,162.3373,28.26,80,48,8.57,MH,1731311451
154,hirara,24.8,125.2833,27.92,83,40,4.63,JP,1731311451
155,al bayda',32.7627,21.7551,17.34,56,100,5.75,LY,1731311452
156,iqaluit,63.7506,-68.5145,-3.15,74,100,6.69,CA,1731311452
157,atafu village,-8.5421,-172.5159,28.65,71,48,5.02,TK,1731311452
158,taksimo,56.3444,114.8794,-13.4,92,69,0.61,RU,1731311452
159,kapa'a,22.0752,-159.319,24.18,96,100,5.66,US,1731311452
160,arraial do cabo,-22.9661,-42.0278,20.85,74,13,2.51,BR,1731311452
161,puerto baquerizo moreno,-0.9,-89.6,20.38,76,70,3.61,EC,1731311452
162,ouahigouya,13.5828,-2.4216,25.55,20,4,5.59,BF,1731311452
163,konarka,19.9,86.1167,28.8,62,24,6.24,IN,1731311452
164,narrabri,-30.3167,149.7833,23.07,65,97,1.79,AU,1731311453
165,sao joao da barra,-21.6403,-41.0511,19.72,87,0,2.91,BR,1731311453
166,hithadhoo,-0.6,73.0833,28.32,72,98,6.77,MV,1731311453
167,phan rang-thap cham,11.5667,108.9833,30.54,62,11,3.62,VN,1731311453
168,waddan,29.1614,16.139,22.39,27,14,2.65,LY,1731311453
169,georgetown,5.4112,100.3354,31.97,62,20,4.63,MY,1731311239
170,vorgashor,67.5833,63.95,-18.96,100,100,0.67,RU,1731311453
171,livingstone,-17.8419,25.8543,24.66,34,100,3.62,ZM,1731311453
172,bambari,5.768,20.6757,23.6,87,98,1.74,CF,1731311453
173,chabahar,25.2919,60.643,29.26,50,6,4.1,IR,1731311454
174,afaahiti,-17.75,-149.2833,24.01,88,100,9.23,PF,1731311454
175,phibun mangsahan,15.2447,105.2291,32.73,47,12,2.67,TH,1731311454
176,fale old settlement,-9.3852,-171.2468,28.59,73,27,5.74,TK,1731311454
177,fort st. john,56.2499,-120.8529,-2.06,80,75,4.63,CA,1731311454
178,dunedin,-45.8742,170.5036,10.45,82,0,0.89,NZ,1731311414
179,tabou,4.423,-7.3528,26.47,84,32,2.95,CI,1731311454
180,rio grande,-32.035,-52.0986,18.61,92,43,2.73,BR,1731311455
181,aykhal,66.0,111.5,-17.11,98,100,2.73,RU,1731311455
182,serdar,38.9764,56.2757,16.75,33,100,1.79,TM,1731311455
183,karratha,-20.7377,116.8463,34.11,31,6,8.35,AU,1731311455
184,la ronge,55.1001,-105.2842,-0.88,100,0,3.09,CA,1731311455
185,puyang chengguanzhen,35.7028,115.0053,20.15,49,61,1.7,CN,1731311189
186,miri,4.4148,114.0089,30.08,74,40,1.54,MY,1731311455
187,labrador city,52.9463,-66.9114,-3.05,68,100,0.0,CA,1731311456
188,sovetskiy,61.3614,63.5842,-7.69,77,24,5.11,RU,1731311456
189,mukalla,14.5425,49.1242,28.02,58,67,4.52,YE,1731311456
190,astara,38.5,48.6667,12.99,86,100,1.43,AZ,1731311456
191,hammerfest,70.6634,23.6821,7.25,87,75,5.14,NO,1731311456
192,olonkinbyen,70.9221,-8.7187,0.54,95,100,7.05,SJ,1731311456
193,abuja,9.0574,7.4898,23.08,37,14,2.14,NG,1731311456
194,lucapa,-8.4192,20.7447,24.95,65,96,1.3,AO,1731311456
195,lucon,46.4577,-1.1651,11.02,84,52,3.95,FR,1731311456
196,hugo,45.16,-92.9933,8.96,83,40,5.14,US,1731311457
197,bengkulu,-3.8004,102.2655,27.77,79,100,1.41,ID,1731311457
198,aral,40.5156,81.2636,14.21,37,97,2.08,CN,1731311457
199,minas de marcona,-15.2119,-75.1103,12.5,89,39,3.4,PE,1731311457
200,newman,37.3138,-121.0208,9.47,46,49,1.51,US,1731311457
201,saipan,15.1355,145.701,30.39,85,20,3.6,MP,1731311457
202,bulakamba,-6.8748,108.9559,29.72,69,96,2.88,ID,1731311457
203,ancud,-41.8697,-73.8203,7.22,80,12,1.55,CL,1731311457
204,quellon,-43.1167,-73.6167,6.78,88,62,2.87,CL,1731311458
205,armacao de buzios,-22.7469,-41.8817,19.16,83,0,2.29,BR,1731311458
206,argo,37.6333,22.7333,13.57,67,99,2.25,GR,1731311458
207,east london,-33.0153,27.9116,17.52,88,100,4.63,ZA,1731311458
208,kaoma,-14.7833,24.8,24.89,62,100,2.56,ZM,1731311458
209,six-fours-les-plages,43.0938,5.84,16.36,69,10,0.9,FR,1731311458
210,itoman,26.1247,127.6694,28.21,78,20,6.17,JP,1731311458
211,shitanjing,39.2342,106.3439,9.55,26,2,0.49,CN,1731311459
212,gubkinskiy,64.434,76.5026,-9.84,93,100,11.06,RU,1731311459
213,sos'va,59.1766,61.8558,-5.46,66,15,3.61,RU,1731311459
214,lumbia,8.3958,124.5939,29.47,66,93,1.35,PH,1731311459
215,khandyga,62.6667,135.6,-19.41,100,98,0.63,RU,1731311459
216,flekkefjord,58.2971,6.6607,5.17,91,100,0.72,NO,1731311459
217,shenjiamen,29.9576,122.298,18.76,82,100,5.57,CN,1731311459
218,kapchorwa,1.3965,34.4509,23.56,44,88,2.31,UG,1731311459
219,santa cruz cabralia,-16.2781,-39.0247,22.13,100,75,2.06,BR,1731311460
220,tibanbang,6.6315,126.1055,28.78,75,48,2.63,PH,1731311460
221,lorengau,-2.0226,147.2712,28.24,77,17,3.06,PG,1731311460
222,morehead city,34.7229,-76.726,22.02,83,100,1.79,US,1731311460
223,as sulayyil,20.4607,45.5779,27.53,26,0,3.02,SA,1731311460
224,kaihua,23.3687,104.28,21.64,59,67,4.8,CN,1731311460
225,dera bugti,29.0307,69.151,31.65,12,3,4.83,PK,1731311460
226,grande prairie,55.1667,-118.8027,-3.9,93,75,1.54,CA,1731311460
227,chonchi,-42.6128,-73.8092,6.18,95,72,1.23,CL,1731311460
228,greymouth,-42.4667,171.2,9.58,77,2,2.43,NZ,1731311461
229,solnechnyy,50.7214,136.6319,-5.58,72,2,1.01,RU,1731311461
230,aasiaat,68.7098,-52.8699,-7.75,86,100,5.84,GL,1731311461
231,ulladulla,-35.35,150.4667,18.54,84,100,3.9,AU,1731311461
232,murray bridge,-35.1167,139.2667,24.29,44,89,1.79,AU,1731311461
233,matola,-25.9622,32.4589,23.97,94,75,0.51,MZ,1731311461
234,zimovniki,47.1483,42.4633,6.22,74,99,3.51,RU,1731311462
235,salekhard,66.53,66.6019,-20.61,93,86,1.22,RU,1731311462
236,madera,37.1666,-119.8343,12.23,42,11,1.8,US,1731311462
237,jiuquan,39.7432,98.5174,12.3,28,0,4.42,CN,1731311462
238,tazovsky,67.4667,78.7,-18.41,93,100,6.81,RU,1731311462
239,grudki,53.0949,23.6685,1.68,61,49,2.11,PL,1731311462
240,siwa oasis,29.2041,25.5195,21.55,39,100,1.96,EG,1731311462
241,dogansehir,38.0919,37.8789,10.34,50,98,0.93,TR,1731311462
242,lata,40.1629,-8.3327,12.22,87,1,2.53,PT,1731311462
243,zhosaly,45.4878,64.0781,5.94,76,100,4.94,KZ,1731311463
244,grand falls-windsor,48.9332,-55.6649,-0.45,89,80,3.18,CA,1731311463
245,peterhead,57.5058,-1.7981,9.11,76,100,9.5,GB,1731311463
246,chibougamau,49.9168,-74.3659,0.79,93,100,1.54,CA,1731311463
247,fort bragg,35.139,-79.006,16.91,96,100,2.57,US,1731311463
248,mogocha,53.7333,119.7667,-9.45,89,100,0.44,RU,1731311463
249,neryungri,56.6709,124.6491,-16.6,95,100,0.58,RU,1731311463
250,pampa del indio,-26.0647,-59.919,21.79,54,0,2.4,AR,1731311463
251,nuuk,64.1835,-51.7216,-2.66,93,100,6.71,GL,1731311463
252,happy valley-goose bay,53.3168,-60.3315,-1.83,69,20,4.12,CA,1731311464
253,mangrol,21.1167,70.1167,31.09,38,0,1.78,IN,1731311464
254,primero de mayo,-32.2552,-58.4228,17.12,95,100,8.84,AR,1731311464
255,selfoss,63.9331,-20.9971,7.25,92,100,6.52,IS,1731311464
256,greenville,35.6127,-77.3663,18.41,95,100,3.09,US,1731311464
257,ath thawrah,35.8469,38.5443,18.59,45,0,0.73,SY,1731311464
258,harper,4.375,-7.7169,26.46,83,18,3.28,LR,1731311464
259,rundu,-17.9333,19.7667,20.48,83,100,0.22,NA,1731311465
260,kikwit,-5.041,18.8162,23.08,91,98,0.88,CD,1731311465
261,mili,6.0815,171.735,28.72,76,100,4.82,MH,1731311465
262,gaalkacyo,6.7697,47.4308,31.5,39,100,5.07,SO,1731311465
263,yoko,5.5333,12.3167,23.8,47,69,2.34,CM,1731311465
264,coquimbo,-29.9533,-71.3436,12.85,89,0,0.0,CL,1731311237
265,berdigestyakh,62.0989,126.6992,-14.86,98,100,1.58,RU,1731311465
266,sidi ifni,29.3797,-10.173,18.98,81,0,3.18,MA,1731311466
267,kingscliff,-28.2667,153.5667,23.89,88,75,2.57,AU,1731311466
268,carutapera,-1.195,-46.02,25.58,82,94,3.82,BR,1731311466
269,uttarkashi,30.7333,78.45,21.08,33,6,2.56,IN,1731311466
270,flying fish cove,-10.4217,105.6791,27.82,89,100,5.14,CX,1731311466
271,pangoa,-12.1167,-73.0,19.85,95,100,1.25,PE,1731311466
272,ceeldheer,3.8488,47.1806,30.73,57,73,4.98,SO,1731311466
273,sitangkai,4.6628,119.3928,28.6,73,100,1.58,PH,1731311466
274,touros,-5.1989,-35.4608,24.15,78,61,3.9,BR,1731311467
275,craiova,44.3167,23.8,6.19,94,100,0.0,RO,1731311467
276,antofagasta,-23.65,-70.4,16.6,88,69,0.73,CL,1731311467
277,ondjiva,-17.0667,15.7333,24.02,38,86,1.03,AO,1731311467
278,coihueco,-36.6167,-71.8333,5.87,83,0,1.82,CL,1731311467
279,mejit,10.2753,170.8646,28.19,80,26,7.68,MH,1731311467
280,eyl,7.9803,49.8164,30.83,56,21,9.19,SO,1731311467
281,inarajan village,13.2736,144.7484,28.54,81,100,4.81,GU,1731311467
282,turuntayevo,52.2,107.6167,-2.28,77,13,1.01,RU,1731311468
283,kresttsy,58.2452,32.5165,0.24,79,100,1.47,RU,1731311468
284,taft,31.7471,54.2088,19.97,24,0,4.12,IR,1731311468
285,sao paulo de olivenca,-3.3783,-68.8725,23.57,93,100,0.87,BR,1731311468
286,verkhnevilyuysk,63.4453,120.3167,-12.01,95,100,2.45,RU,1731311468
287,karachi,24.9056,67.0822,29.9,54,20,4.12,PK,1731311690
288,saudarkrokur,65.7461,-19.6394,3.65,78,86,9.11,IS,1731311468
289,progreso,21.2833,-89.6667,24.21,93,58,1.81,MX,1731311468
290,ulsteinvik,62.3432,5.8487,10.42,80,100,3.13,NO,1731311469
291,fauske,67.2588,15.3918,2.75,74,39,2.62,NO,1731311469
292,muisne,0.6,-80.0333,22.81,85,100,3.33,EC,1731311469
293,erndtebruck,50.9833,8.2667,6.87,98,93,2.4,DE,1731311469
294,nema,57.5067,50.5011,-0.86,80,98,3.3,RU,1731311469
295,manggar,-2.8833,108.2667,26.18,84,100,3.63,ID,1731311469
296,vila velha,-20.3297,-40.2925,20.97,88,75,0.0,BR,1731311469
297,zouerate,22.7187,-12.4521,22.39,21,0,2.79,MR,1731311469
298,port alfred,-33.5906,26.891,17.32,98,100,0.89,ZA,1731311470
299,tarsus,36.9188,34.8784,21.53,34,66,2.56,TR,1731311470
300,metlili chaamba,32.2667,3.6333,14.52,67,0,4.63,DZ,1731311470
301,cartago,4.7464,-75.9117,20.15,81,100,0.33,CO,1731311470
302,usinsk,65.9939,57.5281,-12.12,91,81,4.2,RU,1731311470
303,juneau,58.3019,-134.4197,3.01,100,100,0.0,US,1731311470
304,asau,46.4333,26.4,3.31,100,42,1.52,RO,1731311470
305,the bottom,17.6259,-63.2492,26.05,77,100,7.29,BQ,1731311470
306,sinop,41.7711,34.8709,11.05,75,100,1.15,TR,1731311470
307,pisco,-13.7,-76.2167,18.03,82,100,2.06,PE,1731311471
308,las tablas,7.7667,-80.2833,23.43,99,65,1.51,PA,1731311471
309,tralee,52.2704,-9.7026,4.14,100,75,1.54,IE,1731311471
310,yilan,24.757,121.753,24.2,89,85,2.0,TW,1731311471
311,acapulco de juarez,16.8634,-99.8901,27.9,89,75,1.03,MX,1731311471
312,kiunga,-6.1219,141.2906,25.73,95,85,0.47,PG,1731311471
313,holualoa,19.6228,-155.9522,20.46,87,2,0.89,US,1731311471
314,iskateley,67.6803,53.1512,-4.78,90,100,3.38,RU,1731311471
315,sao jose da coroa grande,-8.8978,-35.1478,25.48,68,65,4.29,BR,1731311472
316,arish,31.1316,33.7984,20.1,64,0,1.54,EG,1731311472
317,kulhudhuffushi,6.6221,73.07,28.56,69,9,2.73,MV,1731311472
318,martinsville,36.6915,-79.8725,12.84,89,75,2.06,US,1731311411
319,alofi,-19.0595,-169.9187,23.94,83,75,6.17,NU,1731311472
320,neiafu,-18.65,-173.9833,23.61,93,100,10.75,TO,1731311472
321,praia da vitoria,38.7333,-27.0667,20.14,88,75,9.05,PT,1731311472
322,senillosa,-39.0,-68.4167,9.88,53,9,9.08,AR,1731311472
323,stornoway,58.2093,-6.3865,8.38,88,40,2.06,GB,1731311473
324,wailua homesteads,22.0669,-159.378,23.44,95,100,5.66,US,1731311473
325,saint-francois,46.4154,3.9054,8.69,88,100,0.0,FR,1731311473
326,orchard homes,46.8633,-114.0484,5.89,95,100,1.54,US,1731311473
327,vredendal,-31.6683,18.5012,23.06,47,0,0.96,ZA,1731311473
328,adam,22.3756,57.5233,32.02,24,3,0.5,OM,1731311473
329,ust'-kut,56.7938,105.7672,-3.92,82,100,2.71,RU,1731311473
330,freeport,40.6576,-73.5832,15.12,95,100,6.69,US,1731311473
331,parabel',58.6978,81.4825,-8.11,80,100,5.2,RU,1731311474
332,vila franca do campo,37.7167,-25.4333,20.23,99,100,5.97,PT,1731311474
333,rosarito,32.3333,-117.0333,11.51,77,0,1.44,MX,1731311474
334,kapuskasing,49.4169,-82.4331,4.05,100,100,2.57,CA,1731311474
335,grambling,32.5276,-92.714,16.96,100,100,0.0,US,1731311474
336,iwaki,37.05,140.8833,16.75,67,12,3.53,JP,1731311474
337,lerwick,60.1545,-1.1494,9.25,83,34,8.98,GB,1731311475
338,lompoc,34.6391,-120.4579,7.4,98,0,0.0,US,1731311475
339,wanning,18.8003,110.3967,24.55,89,100,7.6,CN,1731311475
340,hadibu,12.65,54.0333,27.62,71,14,5.16,YE,1731311475
341,galle,6.0367,80.217,31.63,74,61,0.45,LK,1731311475
342,dabakala,8.3667,-4.4333,25.54,65,8,1.51,CI,1731311475
343,carnarvon,-24.8667,113.6333,23.98,67,1,11.86,AU,1731311475
344,port macquarie,-31.4333,152.9167,20.04,95,93,0.89,AU,1731311401
345,mankoeng,-23.9,29.8167,15.58,93,100,0.97,ZA,1731311475
346,mersa matruh,31.3525,27.2453,19.11,59,40,4.63,EG,1731311476
347,tha kham,9.1107,99.2321,30.12,93,20,2.57,TH,1731311476
348,loreto,22.2667,-101.9667,15.97,55,35,2.6,MX,1731311798
349,magadan,59.5667,150.8,-8.07,90,100,8.4,RU,1731311476
350,cururupu,-1.8283,-44.8683,26.55,69,100,2.58,BR,1731311476
351,nizhnyaya omka,55.4338,74.9426,-8.25,90,100,5.79,RU,1731311476
352,sinabang,2.4803,96.3801,28.67,74,76,1.49,ID,1731311477
353,jalai nur,49.45,117.7,-0.96,66,41,7.54,CN,1731311477
354,lhasa,29.65,91.1,10.68,30,3,3.62,CN,1731311477
355,opuwo,-18.0607,13.84,25.79,30,4,1.97,NA,1731311477
356,mwene-ditu,-7.0,23.45,22.31,80,100,1.28,CD,1731311477
357,irece,-11.3042,-41.8558,21.5,84,100,4.49,BR,1731311477
358,surigao,9.7839,125.4889,28.69,79,84,2.98,PH,1731311477
359,hailar,49.2,119.7,-2.59,78,89,5.26,CN,1731311215
360,san pedro,14.35,121.0167,30.57,82,75,5.66,PH,1731311477
361,krasnoufimsk,56.6059,57.7669,-3.67,81,87,4.62,RU,1731311478
362,sulmona,42.0479,13.9291,10.28,83,0,1.9,IT,1731311478
363,nadym,65.5333,72.5167,-14.39,91,100,10.19,RU,1731311478
364,pankovka,58.5,31.1999,1.09,81,100,2.34,RU,1731311478
365,broken hill,-31.95,141.4333,26.07,32,7,4.99,AU,1731311478
